Transaction_Amount,Transaction_Type,Hour,Device_Used,Location,Previous_Fraudulent_Transactions,Account_Age,Number_of_Transactions_Last_24H,Payment_Method,Fraudulent,is_night,is_business_hours,high_velocity,new_account,Amount_Category,Transaction_Type_enc,Device_Used_enc,Location_enc,Payment_Method_enc
1152.33,POS Payment,13,Desktop,Chicago,1,97,9,Net Banking,0,0,1,0,0,High,4,0,1,2
2486.99,ATM Withdrawal,18,Desktop,Chicago,0,68,10,Credit Card,0,0,0,0,0,High,0,0,1,0
1301.07,Bank Transfer,7,Mobile,Seattle,4,73,3,UPI,0,0,0,0,0,High,1,1,7,3
1843.07,ATM Withdrawal,9,Mobile,Seattle,2,71,8,UPI,0,0,1,0,0,High,0,1,7,3
163.26,Bank Transfer,18,Tablet,Houston,3,61,1,Debit Card,0,0,0,0,0,Low,1,2,2,1
807.2,Bill Payment,19,Tablet,Boston,3,29,11,Credit Card,0,0,0,0,1,Medium,2,2,0,0
1988.39,Bill Payment,13,Desktop,Miami,2,74,14,Debit Card,0,0,1,1,0,High,2,0,4,1
1826.7,Bank Transfer,22,Tablet,Los Angeles,4,65,7,Net Banking,0,1,0,0,0,High,1,2,3,2
1397.77,ATM Withdrawal,12,Mobile,Los Angeles,3,44,3,Unknown,0,0,1,0,0,High,0,1,3,4
1155.4,ATM Withdrawal,20,Mobile,Chicago,3,90,8,UPI,0,0,0,0,0,High,0,1,1,3
3746.03,POS Payment,15,Desktop,Houston,4,75,9,Credit Card,0,0,1,0,0,High,4,0,2,0
1476.28,Bank Transfer,16,Mobile,New York,2,91,2,Net Banking,0,0,1,0,0,High,1,1,5,2
3534.19,ATM Withdrawal,12,Tablet,Houston,2,33,3,Net Banking,0,0,1,0,0,High,0,2,2,2
1846.28,Bank Transfer,8,Tablet,Boston,0,22,6,UPI,0,0,0,0,1,High,1,2,0,3
4010.89,Bill Payment,20,Tablet,Unknown,3,91,4,UPI,0,0,0,0,0,High,2,2,8,3
840.33,ATM Withdrawal,19,Tablet,Boston,4,22,6,Credit Card,0,0,0,0,1,Medium,0,2,0,0
792.23,ATM Withdrawal,6,Tablet,Miami,1,32,4,UPI,0,0,0,0,0,Medium,0,2,4,3
3399.96,Bill Payment,6,Desktop,Chicago,4,117,6,Net Banking,0,0,0,0,0,High,2,0,1,2
4575,POS Payment,13,Tablet,Chicago,2,94,3,Debit Card,0,0,1,0,0,High,4,2,1,1
719.22,Bank Transfer,3,Mobile,Chicago,0,24,3,Credit Card,0,1,0,0,1,Medium,1,1,1,0
373.15,Bank Transfer,8,Desktop,Los Angeles,3,12,14,Credit Card,0,0,0,1,1,Low,1,0,3,0
4673.51,Bank Transfer,18,Desktop,Seattle,2,38,14,UPI,0,0,0,1,0,High,1,0,7,3
591.05,Bank Transfer,11,Tablet,Miami,4,101,9,Debit Card,0,0,1,0,0,Medium,1,2,4,1
1255.58,Online Purchase,3,Mobile,Miami,4,105,7,Debit Card,0,1,0,0,0,High,3,1,4,1
4647.82,Bill Payment,1,Tablet,Seattle,1,18,9,Net Banking,0,1,0,0,1,High,2,2,7,2
4015.57,POS Payment,5,Desktop,San Francisco,3,31,4,Debit Card,0,1,0,0,0,High,4,0,6,1
1717.08,Bill Payment,21,Tablet,Chicago,1,76,12,Net Banking,0,0,0,1,0,High,2,2,1,2
4772.87,Bank Transfer,20,Tablet,San Francisco,3,87,11,Credit Card,0,0,0,0,0,High,1,2,6,0
2842.4,Online Purchase,6,Tablet,Chicago,1,10,5,Credit Card,0,0,0,0,1,High,3,2,1,0
365.88,Online Purchase,5,Tablet,Boston,1,116,8,Credit Card,0,1,0,0,0,Low,3,2,0,0
3516.82,Bill Payment,6,Tablet,Seattle,2,50,13,Credit Card,0,0,0,1,0,High,2,2,7,0
2688.7,ATM Withdrawal,4,Tablet,San Francisco,2,99,13,Net Banking,0,1,0,1,0,High,0,2,6,2
2865.08,POS Payment,11,Tablet,San Francisco,0,97,10,Net Banking,0,0,1,0,0,High,4,2,6,2
4970.55,Online Purchase,13,Desktop,Boston,0,78,13,Unknown,0,0,1,1,0,High,3,0,0,4
766.81,Bank Transfer,7,Desktop,Miami,3,62,8,Credit Card,0,0,0,0,0,Medium,1,0,4,0
3285.7,ATM Withdrawal,13,Mobile,New York,2,85,3,UPI,0,0,1,0,0,High,0,1,5,3
2296.41,POS Payment,14,Tablet,Chicago,0,77,2,Credit Card,0,0,1,0,0,High,4,2,1,0
1363.11,Bank Transfer,16,Desktop,Boston,1,88,10,Debit Card,0,0,1,0,0,High,1,0,0,1
3469.26,Bill Payment,17,Desktop,Chicago,0,110,2,Debit Card,1,0,1,0,0,High,2,0,1,1
3342.72,Online Purchase,15,Mobile,Houston,3,76,2,Net Banking,0,0,1,0,0,High,3,1,2,2
4283.19,Bill Payment,15,Desktop,San Francisco,0,30,11,Credit Card,0,0,1,0,0,High,2,0,6,0
4394.95,ATM Withdrawal,5,Desktop,Boston,3,18,1,Debit Card,0,1,0,0,1,High,0,0,0,1
2811.29,Online Purchase,5,Desktop,Boston,3,8,13,UPI,0,1,0,1,1,High,3,0,0,3
1631.23,Bank Transfer,4,Desktop,Boston,0,81,11,UPI,0,1,0,0,0,High,1,0,0,3
2524.1,ATM Withdrawal,4,Desktop,Chicago,1,81,1,Debit Card,0,1,0,0,0,High,0,0,1,1
1799.48,POS Payment,17,Mobile,Miami,3,71,1,UPI,0,0,1,0,0,High,4,1,4,3
1390.39,Bank Transfer,22,Tablet,Seattle,3,16,5,Credit Card,0,1,0,0,1,High,1,2,7,0
2760.12,POS Payment,7,Tablet,Miami,2,36,11,UPI,1,0,0,0,0,High,4,2,4,3
3291.38,Online Purchase,14,Tablet,New York,1,57,6,Credit Card,0,0,1,0,0,High,3,2,5,0
2954.9,POS Payment,9,Tablet,Boston,3,64,2,Credit Card,0,0,1,0,0,High,4,2,0,0
4772.33,Online Purchase,2,Desktop,Miami,3,111,8,Credit Card,0,1,0,0,0,High,3,0,4,0
1496.69,POS Payment,17,Mobile,Boston,2,100,13,Debit Card,0,0,1,1,0,High,4,1,0,1
1864.85,Bill Payment,0,Tablet,Boston,4,49,13,UPI,0,1,0,1,0,High,2,2,0,3
3339.88,Bill Payment,16,Desktop,New York,0,75,9,Net Banking,0,0,1,0,0,High,2,0,5,2
2524.1,ATM Withdrawal,9,Unknown,Miami,2,20,11,Credit Card,0,0,1,0,1,High,0,3,4,0
14.31,POS Payment,14,Mobile,Boston,3,118,7,UPI,1,0,1,0,0,Very Low,4,1,0,3
1564.87,Online Purchase,5,Desktop,Unknown,2,6,13,Net Banking,0,1,0,1,1,High,3,0,8,2
1272.54,Bank Transfer,12,Tablet,Boston,3,81,13,Net Banking,0,0,1,1,0,High,1,2,0,2
2524.1,Online Purchase,2,Tablet,Boston,3,17,2,Debit Card,1,1,0,0,1,High,3,2,0,1
4331.91,Bill Payment,12,Desktop,Los Angeles,0,47,8,Net Banking,0,0,1,0,0,High,2,0,3,2
1423.05,Bank Transfer,16,Tablet,San Francisco,3,113,6,UPI,0,0,1,0,0,High,1,2,6,3
514.85,POS Payment,4,Unknown,New York,0,62,12,Net Banking,0,1,0,1,0,Medium,4,3,5,2
1029.98,Bill Payment,16,Mobile,New York,1,80,4,Credit Card,0,0,1,0,0,High,2,1,5,0
886.96,POS Payment,12,Mobile,Seattle,4,70,5,Unknown,0,0,1,0,0,Medium,4,1,7,4
1190.99,Bill Payment,15,Mobile,Seattle,0,8,5,Credit Card,0,0,1,0,1,High,2,1,7,0
1177.05,POS Payment,19,Mobile,Seattle,0,27,9,Debit Card,0,0,0,0,1,High,4,1,7,1
2401.79,Bill Payment,16,Desktop,Los Angeles,2,56,5,Debit Card,0,0,1,0,0,High,2,0,3,1
1601.61,ATM Withdrawal,9,Desktop,San Francisco,4,95,9,Debit Card,0,0,1,0,0,High,0,0,6,1
2801.31,Online Purchase,4,Tablet,New York,4,114,1,Net Banking,0,1,0,0,0,High,3,2,5,2
1723.95,Online Purchase,5,Tablet,New York,1,108,2,Debit Card,0,1,0,0,0,High,3,2,5,1
4074.31,POS Payment,8,Unknown Device,Los Angeles,2,21,7,Net Banking,0,0,0,0,1,High,4,4,3,2
4754.21,POS Payment,22,Mobile,Los Angeles,4,51,12,Net Banking,0,1,0,1,0,High,4,1,3,2
2022.57,Bank Transfer,16,Tablet,New York,2,96,6,Debit Card,0,0,1,0,0,High,1,2,5,1
49997.8,Bank Transfer,14,Mobile,Los Angeles,2,22,3,Debit Card,0,0,1,0,1,Very High,1,1,3,1
1201.69,Online Purchase,5,Desktop,Unknown,0,91,1,UPI,0,1,0,0,0,High,3,0,8,3
513.78,Online Purchase,5,Desktop,Miami,0,49,7,Net Banking,0,1,0,0,0,Medium,3,0,4,2
1727.1,ATM Withdrawal,6,Tablet,Seattle,2,88,9,Credit Card,0,0,0,0,0,High,0,2,7,0
3227.35,POS Payment,0,Desktop,Los Angeles,1,4,3,UPI,0,1,0,0,1,High,4,0,3,3
2596.95,POS Payment,11,Tablet,Miami,1,91,7,UPI,0,0,1,0,0,High,4,2,4,3
1218.16,Online Purchase,4,Tablet,New York,1,41,9,UPI,0,1,0,0,0,High,3,2,5,3
3837.46,POS Payment,12,Desktop,New York,3,12,13,UPI,0,0,1,1,1,High,4,0,5,3
661.75,Bank Transfer,4,Tablet,New York,3,20,6,Debit Card,0,1,0,0,1,Medium,1,2,5,1
1144.84,POS Payment,2,Desktop,Los Angeles,3,47,10,Unknown,0,1,0,0,0,High,4,0,3,4
3381.86,Bank Transfer,6,Tablet,New York,3,117,1,Net Banking,0,0,0,0,0,High,1,2,5,2
990.19,Bill Payment,2,Desktop,New York,2,59,3,Credit Card,0,1,0,0,0,Medium,2,0,5,0
3395.42,POS Payment,3,Unknown,Seattle,2,41,1,UPI,0,1,0,0,0,High,4,3,7,3
4884.82,Bill Payment,4,Tablet,Houston,4,99,5,Credit Card,0,1,0,0,0,High,2,2,2,0
4157.61,Online Purchase,9,Mobile,New York,0,99,1,Net Banking,0,0,1,0,0,High,3,1,5,2
804.25,POS Payment,22,Mobile,Los Angeles,2,77,13,Debit Card,0,1,0,1,0,Medium,4,1,3,1
2604.89,ATM Withdrawal,3,Tablet,Houston,3,104,3,UPI,0,1,0,0,0,High,0,2,2,3
2114.5,ATM Withdrawal,7,Mobile,New York,1,3,1,Debit Card,1,0,0,0,1,High,0,1,5,1
4958.39,Bill Payment,8,Desktop,San Francisco,1,56,8,Credit Card,0,0,0,0,0,High,2,0,6,0
4822.18,ATM Withdrawal,11,Unknown,Miami,3,44,12,Net Banking,0,0,1,1,0,High,0,3,4,2
49997.8,Bank Transfer,15,Mobile,San Francisco,2,1,11,Credit Card,0,0,1,0,1,Very High,1,1,6,0
4544.11,Online Purchase,19,Mobile,Houston,2,113,7,Debit Card,0,0,0,0,0,High,3,1,2,1
971.12,Bank Transfer,9,Tablet,Miami,0,7,6,UPI,0,0,1,0,1,Medium,1,2,4,3
1600.66,Online Purchase,17,Tablet,Unknown,4,24,14,UPI,0,0,1,1,1,High,3,2,8,3
1770.27,ATM Withdrawal,15,Tablet,San Francisco,1,100,13,Debit Card,0,0,1,1,0,High,0,2,6,1
1437.68,Online Purchase,9,Tablet,Los Angeles,4,67,1,Credit Card,0,0,1,0,0,High,3,2,3,0
4266.95,Bank Transfer,16,Mobile,Chicago,4,72,12,UPI,0,0,1,1,0,High,1,1,1,3
1653.01,Bill Payment,4,Desktop,Boston,1,14,7,Net Banking,0,1,0,0,1,High,2,0,0,2
4084.61,Bill Payment,5,Mobile,Seattle,2,20,1,Credit Card,0,1,0,0,1,High,2,1,7,0
4971.91,POS Payment,9,Tablet,Unknown,2,96,9,Debit Card,0,0,1,0,0,High,4,2,8,1
4204.6,Bank Transfer,17,Desktop,Boston,4,89,3,Debit Card,0,0,1,0,0,High,1,0,0,1
1733.98,Bank Transfer,16,Mobile,San Francisco,1,110,3,Unknown,0,0,1,0,0,High,1,1,6,4
3557.71,Bill Payment,14,Mobile,Chicago,4,71,6,Credit Card,0,0,1,0,0,High,2,1,1,0
2671.95,ATM Withdrawal,20,Mobile,Boston,2,18,7,Debit Card,0,0,0,0,1,High,0,1,0,1
3933.66,Bill Payment,15,Mobile,New York,3,46,7,Net Banking,0,0,1,0,0,High,2,1,5,2
769.72,POS Payment,11,Tablet,Boston,3,76,12,Debit Card,1,0,1,1,0,Medium,4,2,0,1
3192.48,POS Payment,13,Desktop,San Francisco,4,99,5,UPI,0,0,1,0,0,High,4,0,6,3
3869.47,Bank Transfer,1,Unknown Device,New York,0,8,4,Net Banking,0,1,0,0,1,High,1,4,5,2
3807.35,Bank Transfer,21,Tablet,Seattle,4,104,12,Unknown,0,0,0,1,0,High,1,2,7,4
4818.15,POS Payment,0,Mobile,Unknown,1,105,11,Debit Card,0,1,0,0,0,High,4,1,8,1
296.76,Bank Transfer,22,Mobile,Houston,1,19,4,Debit Card,0,1,0,0,1,Low,1,1,2,1
1732.17,Online Purchase,3,Tablet,Chicago,0,92,1,Net Banking,0,1,0,0,0,High,3,2,1,2
2385.39,POS Payment,0,Tablet,Boston,2,109,9,Debit Card,1,1,0,0,0,High,4,2,0,1
1552.27,POS Payment,5,Mobile,San Francisco,0,47,1,Net Banking,0,1,0,0,0,High,4,1,6,2
1552.4,Bank Transfer,19,Tablet,Boston,2,61,8,Debit Card,0,0,0,0,0,High,1,2,0,1
884.76,Online Purchase,19,Mobile,San Francisco,3,4,12,Unknown,0,0,0,1,1,Medium,3,1,6,4
4065.69,POS Payment,5,Tablet,New York,3,104,3,Credit Card,0,1,0,0,0,High,4,2,5,0
4540.8,Online Purchase,21,Desktop,Houston,2,15,2,Net Banking,0,0,0,0,1,High,3,0,2,2
416.23,POS Payment,10,Tablet,San Francisco,3,11,3,Credit Card,0,0,1,0,1,Low,4,2,6,0
778.72,Online Purchase,23,Desktop,Miami,4,80,14,Debit Card,0,1,0,1,0,Medium,3,0,4,1
1146.12,Bill Payment,23,Mobile,New York,1,90,3,Net Banking,0,1,0,0,0,High,2,1,5,2
2547.39,POS Payment,12,Tablet,Miami,1,91,9,UPI,0,0,1,0,0,High,4,2,4,3
2524.1,Online Purchase,8,Desktop,Boston,2,102,9,Credit Card,0,0,0,0,0,High,3,0,0,0
361.92,Bill Payment,19,Tablet,San Francisco,3,108,9,Unknown,0,0,0,0,0,Low,2,2,6,4
3185.88,Bank Transfer,22,Desktop,New York,3,111,6,UPI,0,1,0,0,0,High,1,0,5,3
750.93,ATM Withdrawal,4,Desktop,Chicago,3,112,10,Debit Card,0,1,0,0,0,Medium,0,0,1,1
4857.43,Online Purchase,12,Mobile,Boston,0,53,9,Debit Card,0,0,1,0,0,High,3,1,0,1
4494.37,Bill Payment,18,Tablet,New York,0,108,13,Net Banking,1,0,0,1,0,High,2,2,5,2
4748.17,POS Payment,22,Mobile,New York,0,1,14,Credit Card,0,1,0,1,1,High,4,1,5,0
535.29,Bill Payment,2,Mobile,Miami,4,114,4,Debit Card,0,1,0,0,0,Medium,2,1,4,1
2442.74,ATM Withdrawal,19,Desktop,Boston,1,17,1,Credit Card,0,0,0,0,1,High,0,0,0,0
830.41,ATM Withdrawal,1,Mobile,Los Angeles,0,83,4,Net Banking,0,1,0,0,0,Medium,0,1,3,2
3003.78,ATM Withdrawal,12,Desktop,Houston,4,42,5,Debit Card,0,0,1,0,0,High,0,0,2,1
1167.53,Bank Transfer,11,Mobile,Boston,0,30,2,Credit Card,0,0,1,0,0,High,1,1,0,0
3854.3,Online Purchase,14,Mobile,Seattle,3,117,3,Net Banking,0,0,1,0,0,High,3,1,7,2
3221.79,POS Payment,21,Tablet,New York,2,33,8,UPI,0,0,0,0,0,High,4,2,5,3
2860.16,Online Purchase,13,Tablet,Boston,0,70,2,Net Banking,0,0,1,0,0,High,3,2,0,2
4127.01,Online Purchase,22,Desktop,Unknown,2,28,14,Unknown,1,1,0,1,1,High,3,0,8,4
2503.86,Bank Transfer,10,Mobile,Boston,4,74,5,Debit Card,0,0,1,0,0,High,1,1,0,1
2524.1,POS Payment,16,Mobile,Los Angeles,4,110,9,UPI,0,0,1,0,0,High,4,1,3,3
3105.42,Bank Transfer,12,Unknown Device,Unknown,3,37,5,UPI,0,0,1,0,0,High,1,4,8,3
4785.53,POS Payment,21,Desktop,Chicago,4,15,2,Credit Card,0,0,0,0,1,High,4,0,1,0
3007.79,Bill Payment,20,Unknown,Seattle,3,16,13,Net Banking,0,0,0,1,1,High,2,3,7,2
3149.95,POS Payment,1,Tablet,San Francisco,3,17,14,Debit Card,0,1,0,1,1,High,4,2,6,1
2524.1,Bank Transfer,15,Tablet,Houston,2,30,1,UPI,0,0,1,0,0,High,1,2,2,3
2578.8,Bill Payment,21,Desktop,Houston,2,41,8,Debit Card,0,0,0,0,0,High,2,0,2,1
4981.81,POS Payment,16,Tablet,New York,2,25,10,Debit Card,0,0,1,0,1,High,4,2,5,1
802.51,ATM Withdrawal,8,Mobile,Los Angeles,1,69,5,Credit Card,0,0,0,0,0,Medium,0,1,3,0
2687.51,Bank Transfer,21,Desktop,Boston,2,12,6,Credit Card,0,0,0,0,1,High,1,0,0,0
2524.1,Bill Payment,2,Tablet,San Francisco,2,87,1,Debit Card,0,1,0,0,0,High,2,2,6,1
2269.37,ATM Withdrawal,1,Unknown,Chicago,0,35,9,Net Banking,0,1,0,0,0,High,0,3,1,2
857.02,Bill Payment,11,Desktop,Los Angeles,4,46,13,Unknown,0,0,1,1,0,Medium,2,0,3,4
1116.53,POS Payment,21,Tablet,Miami,0,26,6,Debit Card,0,0,0,0,1,High,4,2,4,1
1057.95,POS Payment,0,Tablet,Los Angeles,3,53,13,Unknown,0,1,0,1,0,High,4,2,3,4
1603.56,Bill Payment,17,Tablet,Los Angeles,3,92,7,Net Banking,0,0,1,0,0,High,2,2,3,2
677.35,Bill Payment,17,Tablet,Miami,1,33,10,Credit Card,0,0,1,0,0,Medium,2,2,4,0
4047.66,POS Payment,16,Desktop,Houston,4,98,7,Net Banking,0,0,1,0,0,High,4,0,2,2
1107.27,Online Purchase,23,Tablet,Los Angeles,1,28,14,Credit Card,0,1,0,1,1,High,3,2,3,0
2085.76,Bill Payment,13,Desktop,Seattle,1,38,7,Debit Card,0,0,1,0,0,High,2,0,7,1
85.21,Online Purchase,23,Desktop,Chicago,4,51,4,Credit Card,0,1,0,0,0,Very Low,3,0,1,0
528.88,POS Payment,10,Tablet,Seattle,1,83,5,Debit Card,1,0,1,0,0,Medium,4,2,7,1
4481.88,ATM Withdrawal,7,Tablet,Los Angeles,3,2,3,UPI,0,0,0,0,1,High,0,2,3,3
49997.8,ATM Withdrawal,22,Tablet,Seattle,4,104,7,Net Banking,0,1,0,0,0,Very High,0,2,7,2
4205.41,Bank Transfer,4,Unknown,Miami,2,116,5,UPI,0,1,0,0,0,High,1,3,4,3
2059.71,Bank Transfer,1,Desktop,Houston,1,28,6,UPI,0,1,0,0,1,High,1,0,2,3
711.95,POS Payment,11,Mobile,Los Angeles,4,25,10,UPI,0,0,1,0,1,Medium,4,1,3,3
543.93,Bill Payment,2,Desktop,Chicago,4,117,8,Debit Card,0,1,0,0,0,Medium,2,0,1,1
3029.99,ATM Withdrawal,12,Desktop,Seattle,4,73,10,Net Banking,0,0,1,0,0,High,0,0,7,2
4141.83,Bill Payment,22,Mobile,San Francisco,1,11,12,Net Banking,0,1,0,1,1,High,2,1,6,2
4501.07,Online Purchase,2,Desktop,Houston,0,66,9,Debit Card,0,1,0,0,0,High,3,0,2,1
1447.21,POS Payment,21,Tablet,New York,2,66,13,UPI,0,0,0,1,0,High,4,2,5,3
1608.53,Bank Transfer,15,Desktop,Houston,4,12,14,Credit Card,0,0,1,1,1,High,1,0,2,0
508.88,POS Payment,5,Desktop,Miami,1,57,9,Net Banking,0,1,0,0,0,Medium,4,0,4,2
3873.18,Bank Transfer,1,Desktop,San Francisco,3,7,9,Credit Card,0,1,0,0,1,High,1,0,6,0
1382.07,POS Payment,16,Mobile,Boston,2,11,9,Credit Card,0,0,1,0,1,High,4,1,0,0
2407.24,POS Payment,20,Mobile,New York,4,33,1,Net Banking,0,0,0,0,0,High,4,1,5,2
4644.84,Bank Transfer,13,Tablet,Unknown,0,57,13,UPI,0,0,1,1,0,High,1,2,8,3
3762.32,Online Purchase,17,Desktop,Los Angeles,4,23,3,UPI,0,0,1,0,1,High,3,0,3,3
268.43,POS Payment,8,Tablet,San Francisco,2,90,11,Credit Card,0,0,0,0,0,Low,4,2,6,0
45.73,ATM Withdrawal,0,Unknown,Boston,3,117,9,Debit Card,0,1,0,0,0,Very Low,0,3,0,1
3938.1,POS Payment,19,Tablet,Seattle,2,24,2,Credit Card,0,0,0,0,1,High,4,2,7,0
2524.1,Bill Payment,21,Mobile,Miami,4,67,11,Net Banking,0,0,0,0,0,High,2,1,4,2
3603.07,ATM Withdrawal,12,Mobile,Seattle,4,30,14,Credit Card,0,0,1,1,0,High,0,1,7,0
788.29,Bill Payment,17,Tablet,Houston,3,103,6,Debit Card,0,0,1,0,0,Medium,2,2,2,1
2524.1,Bank Transfer,22,Desktop,Houston,2,47,10,UPI,0,1,0,0,0,High,1,0,2,3
3867.76,Bank Transfer,19,Mobile,New York,2,33,12,Debit Card,0,0,0,1,0,High,1,1,5,1
4454.74,Bank Transfer,11,Tablet,Boston,3,89,6,Unknown,1,0,1,0,0,High,1,2,0,4
2524.1,Bill Payment,12,Mobile,Miami,1,97,10,Debit Card,1,0,1,0,0,High,2,1,4,1
1382.15,Bank Transfer,23,Desktop,Miami,3,74,12,Net Banking,0,1,0,1,0,High,1,0,4,2
762.9,ATM Withdrawal,9,Tablet,Miami,2,80,6,UPI,0,0,1,0,0,Medium,0,2,4,3
4650.79,Bank Transfer,22,Mobile,New York,2,98,11,UPI,0,1,0,0,0,High,1,1,5,3
888.26,POS Payment,3,Mobile,Los Angeles,3,117,8,Debit Card,0,1,0,0,0,Medium,4,1,3,1
2524.1,Bill Payment,15,Mobile,Los Angeles,4,115,11,Debit Card,0,0,1,0,0,High,2,1,3,1
967.43,Bill Payment,10,Mobile,Chicago,2,10,2,Debit Card,0,0,1,0,1,Medium,2,1,1,1
3858.05,Bill Payment,0,Mobile,San Francisco,1,77,1,Net Banking,0,1,0,0,0,High,2,1,6,2
4448.2,Bill Payment,22,Mobile,Houston,4,28,3,Unknown,0,1,0,0,1,High,2,1,2,4
4055.51,Online Purchase,2,Desktop,Chicago,1,96,11,Credit Card,0,1,0,0,0,High,3,0,1,0
2818.38,Bank Transfer,14,Tablet,Seattle,3,1,11,Debit Card,0,0,1,0,1,High,1,2,7,1
4969.45,POS Payment,12,Desktop,New York,2,58,14,Credit Card,0,0,1,1,0,High,4,0,5,0
348.93,POS Payment,23,Desktop,Chicago,3,3,4,Credit Card,0,1,0,0,1,Low,4,0,1,0
4336.62,Bill Payment,12,Unknown,Unknown,4,115,5,Unknown,0,0,1,0,0,High,2,3,8,4
2141.43,POS Payment,5,Desktop,Seattle,2,52,9,UPI,0,1,0,0,0,High,4,0,7,3
2278.34,Bank Transfer,22,Desktop,Seattle,3,62,2,Credit Card,0,1,0,0,0,High,1,0,7,0
642.34,ATM Withdrawal,4,Tablet,Unknown,3,10,5,Unknown,0,1,0,0,1,Medium,0,2,8,4
172,POS Payment,23,Tablet,New York,0,70,2,UPI,1,1,0,0,0,Low,4,2,5,3
1586.56,Online Purchase,12,Mobile,San Francisco,4,72,9,Net Banking,0,0,1,0,0,High,3,1,6,2
878.39,Bill Payment,13,Unknown,Los Angeles,2,12,8,Debit Card,0,0,1,0,1,Medium,2,3,3,1
2419.28,ATM Withdrawal,18,Desktop,Unknown,4,36,3,Net Banking,1,0,0,0,0,High,0,0,8,2
740.92,ATM Withdrawal,1,Desktop,Los Angeles,0,15,14,Credit Card,0,1,0,1,1,Medium,0,0,3,0
693.95,Bill Payment,13,Mobile,San Francisco,4,43,1,Debit Card,0,0,1,0,0,Medium,2,1,6,1
4385.51,Bill Payment,16,Tablet,San Francisco,3,51,1,Debit Card,0,0,1,0,0,High,2,2,6,1
4606.87,POS Payment,10,Desktop,Chicago,2,92,13,Debit Card,1,0,1,1,0,High,4,0,1,1
4821.26,Bill Payment,12,Tablet,Boston,2,77,2,Unknown,1,0,1,0,0,High,2,2,0,4
3404.11,Online Purchase,20,Tablet,San Francisco,2,49,2,Net Banking,0,0,0,0,0,High,3,2,6,2
3856.23,Bank Transfer,7,Tablet,Chicago,2,4,7,Credit Card,0,0,0,0,1,High,1,2,1,0
4179.74,ATM Withdrawal,18,Mobile,New York,0,115,8,UPI,0,0,0,0,0,High,0,1,5,3
3296.32,Bill Payment,10,Tablet,New York,2,17,7,UPI,0,0,1,0,1,High,2,2,5,3
1654.56,POS Payment,21,Desktop,Unknown,4,69,5,Net Banking,0,0,0,0,0,High,4,0,8,2
786.15,Bill Payment,23,Tablet,Boston,1,97,13,Net Banking,0,1,0,1,0,Medium,2,2,0,2
1190.18,Online Purchase,13,Mobile,Boston,0,47,7,Credit Card,0,0,1,0,0,High,3,1,0,0
4202.87,Bill Payment,13,Mobile,Houston,0,114,6,UPI,0,0,1,0,0,High,2,1,2,3
3482.01,Online Purchase,8,Tablet,Houston,4,88,13,Debit Card,0,0,0,1,0,High,3,2,2,1
2281.7,Bill Payment,5,Tablet,Los Angeles,4,63,12,Net Banking,0,1,0,1,0,High,2,2,3,2
151.88,Bank Transfer,11,Tablet,Seattle,2,79,8,Net Banking,0,0,1,0,0,Low,1,2,7,2
1334.69,POS Payment,6,Desktop,Boston,2,49,5,UPI,0,0,0,0,0,High,4,0,0,3
2524.1,Online Purchase,15,Tablet,New York,1,90,10,UPI,0,0,1,0,0,High,3,2,5,3
2564.37,Bill Payment,6,Mobile,San Francisco,2,100,8,UPI,0,0,0,0,0,High,2,1,6,3
2180.48,ATM Withdrawal,18,Mobile,Los Angeles,0,20,8,Debit Card,1,0,0,0,1,High,0,1,3,1
1571.83,Online Purchase,12,Tablet,Miami,4,41,7,Credit Card,0,0,1,0,0,High,3,2,4,0
3036.62,Bank Transfer,5,Mobile,Boston,1,74,2,Credit Card,0,1,0,0,0,High,1,1,0,0
4832.09,Bank Transfer,7,Desktop,New York,1,41,2,Unknown,0,0,0,0,0,High,1,0,5,4
4506.11,ATM Withdrawal,9,Tablet,Boston,3,41,14,Net Banking,0,0,1,1,0,High,0,2,0,2
157.34,Bill Payment,12,Desktop,Miami,1,21,8,Unknown,0,0,1,0,1,Low,2,0,4,4
2407.36,Bill Payment,9,Desktop,New York,3,19,3,Net Banking,0,0,1,0,1,High,2,0,5,2
1650.7,Bill Payment,16,Desktop,Unknown,0,76,8,UPI,0,0,1,0,0,High,2,0,8,3
2555.47,Bill Payment,22,Tablet,Houston,1,28,11,Debit Card,0,1,0,0,1,High,2,2,2,1
3033.04,Bill Payment,5,Mobile,Los Angeles,2,100,10,Debit Card,0,1,0,0,0,High,2,1,3,1
1004.14,ATM Withdrawal,19,Desktop,Seattle,4,1,4,Net Banking,0,0,0,0,1,High,0,0,7,2
3908.93,Bank Transfer,4,Desktop,Seattle,3,81,4,Debit Card,0,1,0,0,0,High,1,0,7,1
2377.96,ATM Withdrawal,13,Desktop,Chicago,3,21,6,Credit Card,0,0,1,0,1,High,0,0,1,0
4960.07,POS Payment,1,Desktop,Los Angeles,0,28,10,Debit Card,0,1,0,0,1,High,4,0,3,1
130.51,POS Payment,23,Unknown,Miami,0,113,13,Debit Card,0,1,0,1,0,Low,4,3,4,1
952.65,Online Purchase,12,Tablet,Houston,0,92,12,Net Banking,0,0,1,1,0,Medium,3,2,2,2
3449.7,Bill Payment,14,Unknown,Unknown,3,104,6,UPI,0,0,1,0,0,High,2,3,8,3
3477.42,Bank Transfer,1,Mobile,Miami,2,18,12,UPI,0,1,0,1,1,High,1,1,4,3
